ID	adj.P.Val	P.Value	t	B	logFC	SPOT_ID	SPOT_ID.1
HTA2-pos-PSR01038788.hg.1	1.12e-01	2.01e-02	-2.7735786	-4.082048	-0.24648756	---	---
TC0200016252.hg.1	1.12e-01	2.01e-02	-2.7725428	-4.083801	-0.35203553	Multiple_Complex	Multiple_Complex
TC1200008003.hg.1	1.12e-01	2.01e-02	-2.7722288	-4.084333	-0.24513336	Multiple_Complex	Multiple_Complex
TC0800009858.hg.1	1.12e-01	2.01e-02	2.7720838	-4.084578	0.45359988	Multiple_Complex	Multiple_Complex
23075773	1.12e-01	2.02e-02	-2.7717841	-4.085086	-0.33340139		
23075934	1.12e-01	2.02e-02	-2.7717841	-4.085086	-0.33340139		
23076072	1.12e-01	2.02e-02	-2.7717841	-4.085086	-0.33340139		
TC1900009371.hg.1	1.12e-01	2.02e-02	-2.7713131	-4.085883	-0.31938156	Coding	Coding
TC1000012578.hg.1	1.12e-01	2.02e-02	2.7713106	-4.085887	0.30907442	NonCoding	NonCoding
TC0X00009387.hg.1	1.12e-01	2.02e-02	-2.7706547	-4.086997	-0.37563421	Multiple_Complex	Multiple_Complex
TC1000008363.hg.1	1.12e-01	2.02e-02	-2.7697273	-4.088567	-0.26745095	Multiple_Complex	Multiple_Complex
TC0200016676.hg.1	1.12e-01	2.02e-02	2.7693963	-4.089127	0.63422844	Multiple_Complex	Multiple_Complex
TC0200016303.hg.1	1.12e-01	2.02e-02	2.7693826	-4.08915	0.29014991	Coding	Coding
TC0900009259.hg.1	1.12e-01	2.02e-02	-2.7693323	-4.089236	-0.44821014	Multiple_Complex	Multiple_Complex
TC0100018528.hg.1	1.12e-01	2.02e-02	-2.7691528	-4.089539	-0.27655042	Multiple_Complex	Multiple_Complex
23070251	1.12e-01	2.03e-02	2.7678979	-4.091663	0.36579045		
TC2000009134.hg.1	1.12e-01	2.03e-02	2.7676806	-4.092031	0.3432146	Multiple_Complex	Multiple_Complex
TC1200009722.hg.1	1.12e-01	2.03e-02	-2.7676003	-4.092167	-0.28234162	Multiple_Complex	Multiple_Complex
TC1100007675.hg.1	1.12e-01	2.03e-02	-2.7674587	-4.092407	-0.2717527	Coding	Coding
TC0300012275.hg.1	1.12e-01	2.03e-02	2.7671465	-4.092935	0.56312068	Multiple_Complex	Multiple_Complex
TC1600011349.hg.1	1.12e-01	2.03e-02	2.7669725	-4.093229	0.41246015	Multiple_Complex	Multiple_Complex
23076567	1.12e-01	2.03e-02	-2.7666385	-4.093795	-0.58016323		
TC0100011325.hg.1	1.13e-01	2.04e-02	2.7657382	-4.095318	0.44427355	Multiple_Complex	Multiple_Complex
TC0700007505.hg.1	1.13e-01	2.04e-02	2.7656232	-4.095513	0.59769704	Multiple_Complex	Multiple_Complex
TC0500011775.hg.1	1.13e-01	2.04e-02	-2.765552	-4.095634	-0.43163056	Multiple_Complex	Multiple_Complex
TC0400006862.hg.1	1.13e-01	2.04e-02	-2.7649845	-4.096594	-0.48075724	NonCoding	NonCoding
TC0800007196.hg.1	1.13e-01	2.04e-02	-2.7645184	-4.097383	-0.29686263	Coding	Coding
HTA2-pos-PSR02023955.hg.1	1.13e-01	2.04e-02	2.764422	-4.097546	0.34053249	---	---
TC1600011317.hg.1	1.13e-01	2.05e-02	2.7630673	-4.099838	0.26353872	Multiple_Complex	Multiple_Complex
23076363	1.13e-01	2.05e-02	-2.7629572	-4.100024	-0.30958007		
TC0200008923.hg.1	1.13e-01	2.05e-02	2.7628042	-4.100283	0.25490348	Multiple_Complex	Multiple_Complex
TC0600010241.hg.1	1.13e-01	2.05e-02	-2.762545	-4.100722	-0.31187957	Multiple_Complex	Multiple_Complex
TC1400007732.hg.1	1.13e-01	2.05e-02	-2.7622852	-4.101161	-0.34731969	Multiple_Complex	Multiple_Complex
TC1100011030.hg.1	1.13e-01	2.05e-02	2.7622249	-4.101264	0.26089132	Multiple_Complex	Multiple_Complex
TC1600007893.hg.1	1.13e-01	2.05e-02	2.7619583	-4.101715	0.25993574	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR12029405.hg.1	1.13e-01	2.05e-02	2.7615238	-4.10245	0.24333326	---	---
TC2200007303.hg.1	1.13e-01	2.05e-02	-2.7607819	-4.103705	-0.35171584	Multiple_Complex	Multiple_Complex
TSUnmapped00000559.hg.1	1.13e-01	2.06e-02	-2.7603191	-4.104488	-0.79849917	Coding	Coding
TC2000006625.hg.1	1.13e-01	2.06e-02	-2.7598779	-4.105235	-0.48801436	Unassigned	Unassigned
TC0600008127.hg.1	1.13e-01	2.06e-02	-2.759768	-4.10542	-0.3287817	Multiple_Complex	Multiple_Complex
TC1900009445.hg.1	1.13e-01	2.06e-02	-2.759063	-4.106613	-0.23395461	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR04018318.hg.1	1.13e-01	2.06e-02	2.7585644	-4.107457	0.38338049	---	---
TC1600011432.hg.1	1.13e-01	2.06e-02	2.7584474	-4.107655	0.3453585	Multiple_Complex	Multiple_Complex
HTA2-pos-3374150_st	1.13e-01	2.06e-02	-2.7584398	-4.107668	-0.32383736	---	---
TC0600012428.hg.1	1.13e-01	2.06e-02	2.7584137	-4.107712	0.53141524	Multiple_Complex	Multiple_Complex
TC0600008760.hg.1	1.14e-01	2.06e-02	2.758036	-4.108351	0.28859949	Multiple_Complex	Multiple_Complex
TC2000008211.hg.1	1.14e-01	2.07e-02	2.7572762	-4.109636	0.45924339	Multiple_Complex	Multiple_Complex
TC0700006633.hg.1	1.14e-01	2.07e-02	2.7570068	-4.110092	0.31979609	Multiple_Complex	Multiple_Complex
TC1100011222.hg.1	1.14e-01	2.07e-02	-2.7566968	-4.110616	-0.41216746	Multiple_Complex	Multiple_Complex
23076463	1.14e-01	2.07e-02	2.7565554	-4.110855	0.31110306		
TC1400010703.hg.1	1.14e-01	2.07e-02	2.7564909	-4.110965	0.31831555	Multiple_Complex	Multiple_Complex
23076512	1.14e-01	2.07e-02	2.755941	-4.111895	0.32646479		
TC0100008414.hg.1	1.14e-01	2.07e-02	-2.7555218	-4.112604	-0.40708294	Coding	Coding
23072460	1.14e-01	2.07e-02	-2.7554239	-4.11277	-0.25501097		
TC0100014660.hg.1	1.14e-01	2.07e-02	2.755288	-4.112999	0.26134277	Multiple_Complex	Multiple_Complex
TC1600009865.hg.1	1.14e-01	2.07e-02	-2.7550302	-4.113435	-0.42922908	Multiple_Complex	Multiple_Complex
HTA2-neg-47420492_st	1.14e-01	2.07e-02	2.7547218	-4.113957	0.50322813	---	---
HTA2-pos-PSR04018328.hg.1	1.14e-01	2.08e-02	2.7543143	-4.114646	0.25478051	---	---
TC1800007673.hg.1	1.14e-01	2.08e-02	2.7533267	-4.116317	0.27534638	Coding	Coding
TC0100008079.hg.1	1.14e-01	2.08e-02	-2.7532429	-4.116459	-0.31566333	Multiple_Complex	Multiple_Complex
TC0300006840.hg.1	1.14e-01	2.08e-02	2.75286	-4.117106	0.3124597	Multiple_Complex	Multiple_Complex
23071940	1.14e-01	2.08e-02	-2.7526974	-4.117381	-0.50122039		
TC1900011837.hg.1	1.14e-01	2.08e-02	2.7521782	-4.118259	0.26080742	Multiple_Complex	Multiple_Complex
TC0100016122.hg.1	1.14e-01	2.09e-02	-2.7516399	-4.11917	-0.33488719	Multiple_Complex	Multiple_Complex
TSUnmapped00000641.hg.1	1.14e-01	2.09e-02	2.7514777	-4.119444	0.35946134	Coding	Coding
HTA2-pos-PSR15015200.hg.1	1.14e-01	2.09e-02	2.7512658	-4.119803	0.23294299	---	---
TC0800011132.hg.1	1.14e-01	2.09e-02	-2.7510118	-4.120232	-0.32434042	Multiple_Complex	Multiple_Complex
TC0900011582.hg.1	1.14e-01	2.09e-02	-2.7505981	-4.120932	-0.26996075	Multiple_Complex	Multiple_Complex
TC1700012368.hg.1	1.14e-01	2.09e-02	-2.7505904	-4.120945	-0.43171588	Coding	Coding
TC1200012633.hg.1	1.14e-01	2.09e-02	-2.7503769	-4.121306	-0.43139497	NonCoding	NonCoding
TC1000009221.hg.1	1.14e-01	2.09e-02	-2.7500878	-4.121795	-0.27764978	Multiple_Complex	Multiple_Complex
23075862	1.14e-01	2.09e-02	-2.7500169	-4.121915	-0.30315337		
TC1600007141.hg.1	1.15e-01	2.09e-02	2.7496259	-4.122576	0.2543384	Multiple_Complex	Multiple_Complex
TC1700007779.hg.1	1.15e-01	2.09e-02	2.7495716	-4.122668	0.32503806	Multiple_Complex	Multiple_Complex
TC0100010926.hg.1	1.15e-01	2.09e-02	-2.7494906	-4.122805	-0.79233153	Unassigned	Unassigned
TC0100015829.hg.1	1.15e-01	2.09e-02	2.7493617	-4.123023	0.38941323	Multiple_Complex	Multiple_Complex
TC1500009261.hg.1	1.15e-01	2.09e-02	2.7491269	-4.12342	0.27231498	Multiple_Complex	Multiple_Complex
TC1200009967.hg.1	1.15e-01	2.09e-02	2.7491158	-4.123439	0.33499384	Multiple_Complex	Multiple_Complex
TC2000007441.hg.1	1.15e-01	2.10e-02	-2.7483079	-4.124805	-0.23227363	Multiple_Complex	Multiple_Complex
TC0100018479.hg.1	1.15e-01	2.10e-02	-2.7478543	-4.125572	-0.25741884	Multiple_Complex	Multiple_Complex
TC1100006695.hg.1	1.15e-01	2.10e-02	2.7476148	-4.125977	0.43630813	Coding	Coding
TC1900008608.hg.1	1.15e-01	2.10e-02	2.7475112	-4.126152	0.45945259	Multiple_Complex	Multiple_Complex
TC1900007173.hg.1	1.15e-01	2.10e-02	-2.746954	-4.127094	-0.24702618	Multiple_Complex	Multiple_Complex
AFFX-BkGr-GC22_st	1.15e-01	2.11e-02	2.74597	-4.128758	0.25262327	---	---
TSUnmapped00000689.hg.1	1.15e-01	2.11e-02	2.7458777	-4.128914	0.49594805	NonCoding	NonCoding
TC0100013061.hg.1	1.15e-01	2.11e-02	2.7455154	-4.129527	0.43011025	Multiple_Complex	Multiple_Complex
TC0900008257.hg.1	1.15e-01	2.11e-02	2.7454087	-4.129707	0.44838427	Multiple_Complex	Multiple_Complex
TC0X00009799.hg.1	1.15e-01	2.11e-02	2.7453312	-4.129838	0.22342275	Multiple_Complex	Multiple_Complex
TC0400006987.hg.1	1.15e-01	2.11e-02	2.7452448	-4.129984	0.28550725	Multiple_Complex	Multiple_Complex
TC0200013507.hg.1	1.15e-01	2.11e-02	2.7448561	-4.130642	0.35054345	Multiple_Complex	Multiple_Complex
TC0400007264.hg.1	1.15e-01	2.11e-02	-2.7446934	-4.130917	-0.42771244	Multiple_Complex	Multiple_Complex
TC1900008993.hg.1	1.15e-01	2.11e-02	2.7445126	-4.131222	0.39124188	Multiple_Complex	Multiple_Complex
TC0300007242.hg.1	1.15e-01	2.11e-02	-2.7442587	-4.131652	-0.27241038	Multiple_Complex	Multiple_Complex
TC0300012880.hg.1	1.15e-01	2.11e-02	-2.7436875	-4.132617	-0.49945883	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR22012554.hg.1	1.15e-01	2.11e-02	2.7436872	-4.132618	0.24643471	---	---
23071845	1.15e-01	2.12e-02	-2.7432925	-4.133285	-0.23429905		
23071879	1.15e-01	2.12e-02	-2.7432925	-4.133285	-0.23429905		
23071905	1.15e-01	2.12e-02	-2.7432925	-4.133285	-0.23429905		
TC0300011171.hg.1	1.15e-01	2.12e-02	-2.742589	-4.134475	-0.33544841	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR18005239.hg.1	1.15e-01	2.12e-02	2.7420241	-4.13543	0.36120889	---	---
TC1000008431.hg.1	1.15e-01	2.12e-02	-2.7419979	-4.135474	-0.38623803	Multiple_Complex	Multiple_Complex
TC1600010628.hg.1	1.15e-01	2.12e-02	-2.7417858	-4.135833	-0.39394958	Multiple_Complex	Multiple_Complex
TC0300009524.hg.1	1.15e-01	2.12e-02	-2.7417814	-4.13584	-0.30352137	Multiple_Complex	Multiple_Complex
TC1100009969.hg.1	1.15e-01	2.12e-02	-2.7415435	-4.136242	-0.56531287	Multiple_Complex	Multiple_Complex
TC1600010028.hg.1	1.15e-01	2.12e-02	-2.7414445	-4.13641	-0.26385379	Multiple_Complex	Multiple_Complex
TC1600008199.hg.1	1.15e-01	2.12e-02	2.7410075	-4.137148	0.37244156	Multiple_Complex	Multiple_Complex
TC0600010057.hg.1	1.15e-01	2.12e-02	2.7408134	-4.137477	0.24087797	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR05010514.hg.1	1.15e-01	2.12e-02	2.7407011	-4.137666	0.27870153	---	---
TC1900012028.hg.1	1.15e-01	2.13e-02	2.7406367	-4.137775	0.49645215	Multiple_Complex	Multiple_Complex
TC1200012598.hg.1	1.15e-01	2.13e-02	2.7405603	-4.137904	0.33325989	NonCoding	NonCoding
TC2000009789.hg.1	1.15e-01	2.13e-02	2.7404503	-4.13809	0.22984769	Coding	Coding
TC0300007110.hg.1	1.15e-01	2.13e-02	2.7402629	-4.138407	0.42367126	Multiple_Complex	Multiple_Complex
TC0500010580.hg.1	1.15e-01	2.13e-02	-2.7401708	-4.138563	-0.24702162	Multiple_Complex	Multiple_Complex
TC1200008789.hg.1	1.15e-01	2.13e-02	2.7400019	-4.138848	0.34262662	Multiple_Complex	Multiple_Complex
TC1900008011.hg.1	1.16e-01	2.13e-02	-2.739056	-4.140447	-0.2813287	Multiple_Complex	Multiple_Complex
TC0700010443.hg.1	1.16e-01	2.13e-02	2.7388072	-4.140868	0.48214736	Multiple_Complex	Multiple_Complex
TC1700010732.hg.1	1.16e-01	2.13e-02	-2.738769	-4.140932	-0.28802182	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR15015201.hg.1	1.16e-01	2.13e-02	2.7384352	-4.141497	0.26940354	---	---
TC0600010375.hg.1	1.16e-01	2.14e-02	-2.7378772	-4.14244	-0.31825767	Multiple_Complex	Multiple_Complex
TC1600007829.hg.1	1.16e-01	2.14e-02	2.7376372	-4.142846	0.46628147	Multiple_Complex	Multiple_Complex
TC1000012538.hg.1	1.16e-01	2.14e-02	2.7376236	-4.142868	0.30737179	Multiple_Complex	Multiple_Complex
TC1100009943.hg.1	1.16e-01	2.14e-02	2.7374496	-4.143163	0.27509232	Coding	Coding
HTA2-neg-47420897_st	1.16e-01	2.14e-02	2.7367464	-4.144351	0.51891005	---	---
TC0600014268.hg.1	1.16e-01	2.14e-02	-2.7366134	-4.144576	-0.40989692	Multiple_Complex	Multiple_Complex
TC1400010759.hg.1	1.16e-01	2.14e-02	-2.7359524	-4.145693	-0.46389939	NonCoding	NonCoding
TC0Y00006873.hg.1	1.16e-01	2.14e-02	2.7357268	-4.146074	0.60777091	Multiple_Complex	Multiple_Complex
TC0400008318.hg.1	1.16e-01	2.14e-02	-2.7356925	-4.146132	-0.66535067	Multiple_Complex	Multiple_Complex
HTA2-pos-3447844_st	1.16e-01	2.14e-02	2.7355879	-4.146309	0.29747503	---	---
TC0300013807.hg.1	1.16e-01	2.15e-02	2.7351026	-4.147129	0.32659827	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR11017827.hg.1	1.16e-01	2.15e-02	2.7349906	-4.147319	0.24925162	---	---
TC0700007271.hg.1	1.16e-01	2.15e-02	2.7345559	-4.148053	0.35116801	Multiple_Complex	Multiple_Complex
TC0400006449.hg.1	1.16e-01	2.15e-02	2.7345228	-4.148109	0.45059445	Coding	Coding
TC1600007215.hg.1	1.16e-01	2.15e-02	-2.7342161	-4.148628	-0.32053894	Coding	Coding
TC0700010286.hg.1	1.16e-01	2.15e-02	2.7338961	-4.149168	0.23915164	Multiple_Complex	Multiple_Complex
TC1200008678.hg.1	1.16e-01	2.15e-02	-2.7338604	-4.149229	-0.48852328	Coding	Coding
TC0500012450.hg.1	1.16e-01	2.15e-02	2.7338585	-4.149232	0.33484906	Multiple_Complex	Multiple_Complex
TC0200012383.hg.1	1.16e-01	2.15e-02	-2.7337268	-4.149455	-0.32740097	Multiple_Complex	Multiple_Complex
TC0600008697.hg.1	1.16e-01	2.15e-02	-2.7331865	-4.150368	-0.49459401	Multiple_Complex	Multiple_Complex
TC0900012197.hg.1	1.16e-01	2.15e-02	-2.7331189	-4.150482	-0.41247661	Multiple_Complex	Multiple_Complex
AFFX-BkGr-GC23_st	1.16e-01	2.15e-02	2.7330741	-4.150558	0.26558598	---	---
TC1700006582.hg.1	1.16e-01	2.15e-02	2.7330414	-4.150613	0.49328072	Coding	Coding
TC1400010643.hg.1	1.16e-01	2.15e-02	-2.732707	-4.151178	-0.67033847	Multiple_Complex	Multiple_Complex
TC0100013882.hg.1	1.16e-01	2.16e-02	-2.7316923	-4.152893	-0.27988511	Multiple_Complex	Multiple_Complex
TC0600011130.hg.1	1.16e-01	2.16e-02	2.7314498	-4.153302	0.50072293	NonCoding	NonCoding
HTA2-pos-PSR04010430.hg.1	1.17e-01	2.16e-02	2.7309364	-4.15417	0.28910414	---	---
TC1500009218.hg.1	1.17e-01	2.16e-02	2.7308629	-4.154294	0.33753423	Multiple_Complex	Multiple_Complex
TC1200007829.hg.1	1.17e-01	2.16e-02	2.7307998	-4.154401	0.50015494	NonCoding	NonCoding
TC0400011313.hg.1	1.17e-01	2.16e-02	2.7305543	-4.154816	0.2983328	Multiple_Complex	Multiple_Complex
TC0100015698.hg.1	1.17e-01	2.16e-02	2.7299725	-4.155799	0.25909803	Coding	Coding
TC0500008717.hg.1	1.17e-01	2.16e-02	2.7298869	-4.155943	0.25267039	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR01029233.hg.1	1.17e-01	2.17e-02	-2.7295511	-4.156511	-0.23858346	---	---
HTA2-pos-PSR0X005151.hg.1	1.17e-01	2.17e-02	2.7293873	-4.156787	0.2438854	---	---
TC2200006894.hg.1	1.17e-01	2.17e-02	-2.7290057	-4.157432	-0.3093446	Multiple_Complex	Multiple_Complex
TC0800008474.hg.1	1.17e-01	2.17e-02	2.7289857	-4.157466	0.2156773	Multiple_Complex	Multiple_Complex
TC0400008803.hg.1	1.17e-01	2.17e-02	-2.7288974	-4.157615	-0.26704609	Multiple_Complex	Multiple_Complex
TC0X00010375.hg.1	1.17e-01	2.17e-02	2.7282735	-4.158669	0.33491858	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR05013907.hg.1	1.17e-01	2.17e-02	-2.7281046	-4.158955	-0.23201746	---	---
TC0400012350.hg.1	1.17e-01	2.17e-02	2.728005	-4.159123	0.46257607	Coding	Coding
TC0100012673.hg.1	1.17e-01	2.17e-02	-2.7279771	-4.15917	-0.22850014	Multiple_Complex	Multiple_Complex
TC0800012457.hg.1	1.17e-01	2.17e-02	2.7274415	-4.160075	0.37643057	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR01004538.hg.1	1.17e-01	2.17e-02	2.7271852	-4.160508	0.30304791	---	---
TC0100010100.hg.1	1.17e-01	2.18e-02	-2.7267988	-4.161161	-0.25938869	Multiple_Complex	Multiple_Complex
TC1200012167.hg.1	1.17e-01	2.18e-02	-2.7257346	-4.162959	-0.30768397	Multiple_Complex	Multiple_Complex
TC1200012624.hg.1	1.17e-01	2.18e-02	-2.7256313	-4.163133	-0.23831942	Multiple_Complex	Multiple_Complex
TC2200007037.hg.1	1.17e-01	2.18e-02	-2.7247442	-4.164632	-0.32108074	Multiple_Complex	Multiple_Complex
TC1900011714.hg.1	1.17e-01	2.19e-02	2.7241054	-4.165711	0.23307311	Multiple_Complex	Multiple_Complex
TC0700006984.hg.1	1.18e-01	2.19e-02	-2.7231947	-4.167249	-0.33243977	Multiple_Complex	Multiple_Complex
TC1100009666.hg.1	1.18e-01	2.19e-02	2.7229797	-4.167612	0.29171919	Multiple_Complex	Multiple_Complex
TC1700012287.hg.1	1.18e-01	2.19e-02	-2.7226303	-4.168202	-0.28431482	Multiple_Complex	Multiple_Complex
TC0100013713.hg.1	1.18e-01	2.19e-02	-2.7223513	-4.168674	-0.39704558	Multiple_Complex	Multiple_Complex
TC1000007067.hg.1	1.18e-01	2.19e-02	-2.722278	-4.168798	-0.27734683	Multiple_Complex	Multiple_Complex
TC0600014259.hg.1	1.18e-01	2.19e-02	2.721778	-4.169642	0.22032582	Multiple_Complex	Multiple_Complex
TC0500009088.hg.1	1.18e-01	2.19e-02	2.7217068	-4.169762	0.34690511	Multiple_Complex	Multiple_Complex
TC1900007125.hg.1	1.18e-01	2.19e-02	-2.721608	-4.169929	-0.26169619	Multiple_Complex	Multiple_Complex
TC1500006703.hg.1	1.18e-01	2.20e-02	2.7215502	-4.170027	0.46822282	Multiple_Complex	Multiple_Complex
TC1200009131.hg.1	1.18e-01	2.20e-02	-2.7210835	-4.170815	-0.25062521	Multiple_Complex	Multiple_Complex
HTA2-pos-3213245_st	1.18e-01	2.20e-02	2.7206973	-4.171467	0.26154118	---	---
TC0800011086.hg.1	1.18e-01	2.20e-02	2.7203613	-4.172035	0.25811901	Multiple_Complex	Multiple_Complex
TC1200012270.hg.1	1.18e-01	2.20e-02	-2.7201467	-4.172397	-0.31961269	Multiple_Complex	Multiple_Complex
TC0400011732.hg.1	1.18e-01	2.20e-02	-2.719896	-4.172821	-0.57858814	Multiple_Complex	Multiple_Complex
TC1400007209.hg.1	1.18e-01	2.20e-02	2.719744	-4.173077	0.31289596	NonCoding	NonCoding
TC1600009992.hg.1	1.18e-01	2.20e-02	2.7189061	-4.174492	0.22652718	Multiple_Complex	Multiple_Complex
TC1900010951.hg.1	1.18e-01	2.21e-02	2.7186209	-4.174974	0.28195564	Multiple_Complex	Multiple_Complex
TC0100011573.hg.1	1.18e-01	2.21e-02	2.7184073	-4.175335	0.23858797	Multiple_Complex	Multiple_Complex
TC2200007242.hg.1	1.18e-01	2.21e-02	2.7181072	-4.175842	0.44784472	Multiple_Complex	Multiple_Complex
TC0200011121.hg.1	1.18e-01	2.21e-02	2.7177261	-4.176485	0.34376625	Multiple_Complex	Multiple_Complex
TC1700011652.hg.1	1.18e-01	2.21e-02	-2.7173403	-4.177137	-0.22599137	Multiple_Complex	Multiple_Complex
TC2200007494.hg.1	1.18e-01	2.21e-02	-2.7162832	-4.178922	-0.30651829	Multiple_Complex	Multiple_Complex
TC1200012625.hg.1	1.19e-01	2.22e-02	2.7155811	-4.180107	0.37327371	NonCoding	NonCoding
TC0800011395.hg.1	1.19e-01	2.22e-02	2.7153968	-4.180419	0.46206444	Multiple_Complex	Multiple_Complex
TC0900009654.hg.1	1.19e-01	2.22e-02	2.7140113	-4.182758	0.22980924	Multiple_Complex	Multiple_Complex
TC0700007262.hg.1	1.19e-01	2.23e-02	2.7132427	-4.184056	0.36792859	Multiple_Complex	Multiple_Complex
TC0300008355.hg.1	1.19e-01	2.23e-02	-2.7131466	-4.184218	-0.44526749	Multiple_Complex	Multiple_Complex
TC0100010416.hg.1	1.19e-01	2.23e-02	2.712971	-4.184514	0.47704609	Multiple_Complex	Multiple_Complex
TC0100008921.hg.1	1.19e-01	2.23e-02	2.7127344	-4.184914	0.2499621	Multiple_Complex	Multiple_Complex
TC0X00011302.hg.1	1.19e-01	2.23e-02	-2.7123292	-4.185598	-0.22688493	Multiple_Complex	Multiple_Complex
TC1300007855.hg.1	1.19e-01	2.23e-02	2.7122933	-4.185658	0.45572294	Multiple_Complex	Multiple_Complex
TC1300008626.hg.1	1.19e-01	2.23e-02	-2.7121067	-4.185973	-0.34814088	Multiple_Complex	Multiple_Complex
23076506	1.19e-01	2.23e-02	2.7119537	-4.186232	0.32595003		
TC0300013854.hg.1	1.19e-01	2.23e-02	-2.7117994	-4.186492	-0.57672755	Multiple_Complex	Multiple_Complex
TC1500009984.hg.1	1.19e-01	2.23e-02	-2.7116032	-4.186823	-0.33972563	Multiple_Complex	Multiple_Complex
TC1100006484.hg.1	1.19e-01	2.23e-02	-2.7111959	-4.187511	-0.26173437	Multiple_Complex	Multiple_Complex
TC0X00007031.hg.1	1.19e-01	2.23e-02	-2.7111383	-4.187608	-0.23243081	Multiple_Complex	Multiple_Complex
23070213	1.19e-01	2.24e-02	-2.7109308	-4.187959	-0.31936978		
TC1900011114.hg.1	1.19e-01	2.24e-02	-2.7109209	-4.187975	-0.43492547	Coding	Coding
TC0800007309.hg.1	1.19e-01	2.24e-02	2.7106881	-4.188368	0.24849728	Multiple_Complex	Multiple_Complex
TC0300014066.hg.1	1.19e-01	2.24e-02	-2.7103426	-4.188952	-0.39780001	NonCoding	NonCoding
HTA2-pos-PSR11002183.hg.1	1.19e-01	2.24e-02	2.7102457	-4.189115	0.23386135	---	---
TC1900011778.hg.1	1.19e-01	2.24e-02	-2.7101856	-4.189217	-0.34675593	Multiple_Complex	Multiple_Complex
TC1700008917.hg.1	1.19e-01	2.24e-02	-2.7099299	-4.189648	-0.24395834	Multiple_Complex	Multiple_Complex
TC2000008242.hg.1	1.19e-01	2.24e-02	2.7097786	-4.189904	0.51606268	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR06002921.hg.1	1.19e-01	2.24e-02	2.7095641	-4.190266	0.27366801	---	---
HTA2-pos-PSR6_cox_hap2000468.hg.1	1.19e-01	2.24e-02	2.7095641	-4.190266	0.27366801	---	---
HTA2-pos-PSR6_dbb_hap3000457.hg.1	1.19e-01	2.24e-02	2.7095641	-4.190266	0.27366801	---	---
HTA2-pos-PSR6_mann_hap4000448.hg.1	1.19e-01	2.24e-02	2.7095641	-4.190266	0.27366801	---	---
HTA2-pos-PSR6_mcf_hap5000357.hg.1	1.19e-01	2.24e-02	2.7095641	-4.190266	0.27366801	---	---
HTA2-pos-PSR6_qbl_hap6000454.hg.1	1.19e-01	2.24e-02	2.7095641	-4.190266	0.27366801	---	---
HTA2-pos-PSR6_ssto_hap7000451.hg.1	1.19e-01	2.24e-02	2.7095641	-4.190266	0.27366801	---	---
TSUnmapped00000754.hg.1	1.19e-01	2.24e-02	-2.7092231	-4.190841	-0.33982709	Coding	Coding
TC0200012248.hg.1	1.19e-01	2.24e-02	-2.7085286	-4.192014	-0.48828716	Multiple_Complex	Multiple_Complex
TC0200013595.hg.1	1.19e-01	2.25e-02	-2.7081941	-4.192578	-0.46619664	Multiple_Complex	Multiple_Complex
TC0900009948.hg.1	1.19e-01	2.25e-02	-2.7080539	-4.192815	-0.31508717	Multiple_Complex	Multiple_Complex
TC0300007121.hg.1	1.19e-01	2.25e-02	2.7072059	-4.194246	0.34934829	Multiple_Complex	Multiple_Complex
23072052	1.20e-01	2.25e-02	-2.7066199	-4.195235	-0.30678162		
TC1700010640.hg.1	1.20e-01	2.25e-02	2.706535	-4.195379	0.50873883	Multiple_Complex	Multiple_Complex
23076101	1.20e-01	2.25e-02	2.7058209	-4.196584	0.32484562		
TC0600009072.hg.1	1.20e-01	2.26e-02	2.7056655	-4.196846	0.35556866	NonCoding	NonCoding
TC0100010863.hg.1	1.20e-01	2.26e-02	2.7055513	-4.197039	0.36100267	Multiple_Complex	Multiple_Complex
TC1000008474.hg.1	1.20e-01	2.26e-02	2.7052991	-4.197464	0.35022787	Multiple_Complex	Multiple_Complex
TC1800008550.hg.1	1.20e-01	2.26e-02	2.705235	-4.197573	0.29637703	Multiple_Complex	Multiple_Complex
TC1500007735.hg.1	1.20e-01	2.26e-02	2.7047372	-4.198413	0.36396075	Multiple_Complex	Multiple_Complex
TC0200011274.hg.1	1.20e-01	2.26e-02	2.7042658	-4.199208	0.27211774	Coding	Coding
TC0X00007221.hg.1	1.20e-01	2.26e-02	2.704211	-4.199301	0.31325625	Multiple_Complex	Multiple_Complex
23075982	1.20e-01	2.26e-02	2.7038491	-4.199912	0.27956093		
TC0100016618.hg.1	1.20e-01	2.26e-02	2.7035655	-4.20039	0.33044668	Coding	Coding
HTA2-pos-PSR12005982.hg.1	1.20e-01	2.26e-02	2.7034162	-4.200642	0.25832609	---	---
TC1100010092.hg.1	1.20e-01	2.26e-02	2.7033934	-4.200681	0.2137292	Multiple_Complex	Multiple_Complex
